question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_7027,1530,Jms,8/27/2025 23:59:09,52,"",Can be answered,Single,"A geology map labels each geologic type with a unique alphabetical code. What is the principle geologic unit code, as labelled on the map, underlying majority of Wood Project Area?",Within,"",JMS,3
q_7028,1531,North East,8/16/25 13:36,50,,Can be answered,Single,"In the Greater Peoria Sanitary District (GPSD), what is the cardinal position of the 'GPSD Levee system improvement limit' in relation to the 'previous borrow area used by Levee repair project in 2021'?",Orientation,,North East,3
q_7028,1532,North East,8/18/25 20:58,51,,Can be answered,Single,"In the Greater Peoria Sanitary District (GPSD), what is the cardinal position of the 'GPSD Levee system improvement limit' in relation to the 'previous borrow area used by Levee repair project in 2021'?",Orientation,,North East,3
q_7028,1533,North,8/27/25 23:59,52,,Can be answered,Single,"In the Greater Peoria Sanitary District (GPSD), what is the cardinal position of the 'GPSD Levee system improvement limit' in relation to the 'previous borrow area used by Levee repair project in 2021'?",Orientation,,North East,3
q_8002,1543,Sumitomo,8/8/25 18:48,53,,Can be answered,Multi,"What is the Adjacent properties (as of 2023/02/27) located immediately east of TORTIGNY. If the adjacent property is divided by percentage, identify the company/individual with the largest percentage.",Border,,Sumitomo,3
q_8002,1544,Sumitomo,8/9/25 7:12,54,,Can be answered,Multi,"What is the Adjacent properties (as of 2023/02/27) located immediately east of TORTIGNY. If the adjacent property is divided by percentage, identify the company/individual with the largest percentage.",Border,,Sumitomo,3
q_8002,1545,Sumitomo,8/24/25 15:53,55,,Can be answered,Multi,"What is the Adjacent properties (as of 2023/02/27) located immediately east of TORTIGNY. If the adjacent property is divided by percentage, identify the company/individual with the largest percentage.",Border,,Sumitomo,3
q_8004,1549,MJKFgr,8/8/2025 18:48:57,53,"",Can be answered,Single,"In MAC Project, what is the geologic unit code (as shown on the map) for the area where the developed prospect is located?",Within,"",MJKFgr,3
q_8004,1550,MJKFgr,8/9/2025 7:12:58,54,"",Can be answered,Single,"In MAC Project, what is the geologic unit code (as shown on the map) for the area where the developed prospect is located?",Within,"",MJKFgr,3
q_8004,1551,MJKFgr,8/24/2025 15:53:47,55,"",Can be answered,Single,"In MAC Project, what is the geologic unit code (as shown on the map) for the area where the developed prospect is located?",Within,"",MJKFgr,3
q_8005,1552,Acidic Reagent Store,8/8/2025 18:48:57,53,"",Can be answered,Single,"In the process plant layout, which feature (as given on the legend) is located closest to the northeast of the Caustic Reagent Store?",Orientation,"",Acidic Reagent Store,3
q_8005,1553,Acidic Reagent Store,8/9/2025 7:12:58,54,"",Can be answered,Single,"In the process plant layout, which feature (as given on the legend) is located closest to the northeast of the Caustic Reagent Store?",Orientation,"",Acidic Reagent Store,3
q_8005,1554,Acidic Reagent Store,8/24/2025 15:53:47,55,"",Can be answered,Single,"In the process plant layout, which feature (as given on the legend) is located closest to the northeast of the Caustic Reagent Store?",Orientation,"",Acidic Reagent Store,3
q_8006,1555,"1,069,243; 1,069,245",8/8/25 18:48,53,,Can be answered,Single,"Roger Creek claim consists of multiple claim blocks associated with unique numbers (e.g., 1,069,255). Which two claim blocks share a boundary with Claim Block 1,069,242?",Border,,"1,069,245; 1,059,243",3
q_8006,1556,"1,069,243; 1,069,245",8/9/25 7:12,54,,Can be answered,Single,"Roger Creek claim consists of multiple claim blocks associated with unique numbers (e.g., 1,069,255). Which two claim blocks share a boundary with Claim Block 1,069,242?",Border,,"1,069,245; 1,059,243",3
q_8006,1557,"1,069,245; 1,069,243",8/24/25 15:53,55,,Can be answered,Single,"Roger Creek claim consists of multiple claim blocks associated with unique numbers (e.g., 1,069,255). Which two claim blocks share a boundary with Claim Block 1,069,242?",Border,,"1,069,245; 1,059,243",3
q_8007,1558,10,8/8/2025 18:48:57,53,"",Can be answered,Single,How many 'Stations' are located entirely within both the 'Deep Conductor (Intrusion?)' and the 'Phase Tensor NW–SE (Upper 500 m)' region of the CDPR-Santander concession?,Within,"",10,3
q_8007,1559,10,8/9/2025 7:12:58,54,"",Can be answered,Single,How many 'Stations' are located entirely within both the 'Deep Conductor (Intrusion?)' and the 'Phase Tensor NW–SE (Upper 500 m)' region of the CDPR-Santander concession?,Within,"",10,3
q_8007,1560,10,8/24/2025 15:53:47,55,"",Can be answered,Single,How many 'Stations' are located entirely within both the 'Deep Conductor (Intrusion?)' and the 'Phase Tensor NW–SE (Upper 500 m)' region of the CDPR-Santander concession?,Within,"",10,3
q_8009,1564,CSX Transportation Soo Line,8/8/2025 18:48:57,53,"",Can be answered,Multi,What is the name of the northeastern boundary of the 1% Annual Chance Flood Hazard area of City of Harvey?,Equal,"",CSX Transportation Soo Line,3
q_8009,1565,CSX Transportation Soo Line,8/9/2025 7:12:58,54,"",Can be answered,Multi,What is the name of the northeastern boundary of the 1% Annual Chance Flood Hazard area of City of Harvey?,Equal,"",CSX Transportation Soo Line,3
q_8009,1566,CSX Transportation Soo Line,8/24/2025 15:53:47,55,"",Can be answered,Multi,What is the name of the northeastern boundary of the 1% Annual Chance Flood Hazard area of City of Harvey?,Equal,"",CSX Transportation Soo Line,3
q_8012,1573,7,8/8/2025 18:48:57,53,"",Can be answered,Multi,Which Prospector’s Permit polygon is located closest to the W4 dozer trench within the Murdock Mountain Phosphate Deposit area? Respond with just the polygon number.,Distance,"",7,3
q_8012,1574,7,8/9/2025 7:12:58,54,"",Can be answered,Multi,Which Prospector’s Permit polygon is located closest to the W4 dozer trench within the Murdock Mountain Phosphate Deposit area? Respond with just the polygon number.,Distance,"",7,3
q_8012,1575,7,8/24/2025 15:53:47,55,"",Can be answered,Multi,Which Prospector’s Permit polygon is located closest to the W4 dozer trench within the Murdock Mountain Phosphate Deposit area? Respond with just the polygon number.,Distance,"",7,3
q_8014,1579,Town of Bowden,8/8/2025 18:48:57,53,"",Can be answered,Multi,Which town located within Bashaw Reef Complex is closest to 'E3 Metals Davey 4-27-33-28'?,Distance,"",Town of Bowden,3
q_8014,1580,Town of Bowden,8/9/2025 7:12:58,54,"",Can be answered,Multi,Which town located within Bashaw Reef Complex is closest to 'E3 Metals Davey 4-27-33-28'?,Distance,"",Town of Bowden,3
q_8014,1581,Town of Bowden,8/24/2025 15:53:47,55,"",Can be answered,Multi,Which town located within Bashaw Reef Complex is closest to 'E3 Metals Davey 4-27-33-28'?,Distance,"",Town of Bowden,3
q_8016,1585,1.25 kilometers,8/8/25 18:48,53,,Can be answered,Single,What is the vertical distance from the conventional drilling point located outside the Whistler Property Outline to the boundary of the Whistler Property Outline?,Distance,,1.375 km,3
q_8016,1586,1.5 kilometers,8/9/25 7:12,54,,Can be answered,Single,What is the vertical distance from the conventional drilling point located outside the Whistler Property Outline to the boundary of the Whistler Property Outline?,Distance,,1.375 km,3
q_8016,1587,1.5 kilometers,8/24/25 15:53,55,,Can be answered,Single,What is the vertical distance from the conventional drilling point located outside the Whistler Property Outline to the boundary of the Whistler Property Outline?,Distance,,1.375 km,3
q_8017,1588,1083728,8/8/2025 18:48:57,53,"",Can be answered,Multi,"The claim area of Collective Metals contains of several claim blocks associated with a unique number (e.g., 1083660). Which claim block has least number of Cu ppm points?",Within,"",1083728,3
q_8017,1589,1083728,8/9/2025 7:12:58,54,"",Can be answered,Multi,"The claim area of Collective Metals contains of several claim blocks associated with a unique number (e.g., 1083660). Which claim block has least number of Cu ppm points?",Within,"",1083728,3
q_8017,1590,1083728,8/24/2025 15:53:47,55,"",Can be answered,Multi,"The claim area of Collective Metals contains of several claim blocks associated with a unique number (e.g., 1083660). Which claim block has least number of Cu ppm points?",Within,"",1083728,3
q_8024,1609,Zone X,8/8/25 18:48,53,,Can be answered,Multi,The backwash tank in the City Creek Water Treatment Plant project area lies within which flood hazard area according to the project's mapping?,Within,,Zone X,3
q_8024,1610,Zone X,8/9/25 7:12,54,,Can be answered,Multi,The backwash tank in the City Creek Water Treatment Plant project area lies within which flood hazard area according to the project's mapping?,Within,,Zone X,3
q_8024,1611,Zone X,8/24/25 15:53,55,,Can be answered,Multi,The backwash tank in the City Creek Water Treatment Plant project area lies within which flood hazard area according to the project's mapping?,Within,,Zone X,3
q_8027,1618,North East,8/8/2025 18:48:57,53,"",Can be answered,Multi,What direction is Needles Park located in relation to the Proposed Detention Basin of the City of Harvey Stormwater Management Project?,Orientation,"",North East,3
q_8027,1619,North East,8/9/2025 7:12:58,54,"",Can be answered,Multi,What direction is Needles Park located in relation to the Proposed Detention Basin of the City of Harvey Stormwater Management Project?,Orientation,"",North East,3
q_8027,1620,North East,8/24/2025 15:53:47,55,"",Can be answered,Multi,What direction is Needles Park located in relation to the Proposed Detention Basin of the City of Harvey Stormwater Management Project?,Orientation,"",North East,3
q_8029,1624,Rainbow,8/8/2025 18:48:57,53,"",Can be answered,Single,Which Field/Pool/Unit occupies the most area within the Rainbow Lake Property boundary?,Within,"",Rainbow,3
q_8029,1625,Rainbow,8/9/2025 7:12:58,54,"",Can be answered,Single,Which Field/Pool/Unit occupies the most area within the Rainbow Lake Property boundary?,Within,"",Rainbow,3
q_8029,1626,Rainbow,8/24/2025 15:53:47,55,"",Can be answered,Single,Which Field/Pool/Unit occupies the most area within the Rainbow Lake Property boundary?,Within,"",Rainbow,3
q_8030,1627,Tartan Rd; Vann Dr; Stirling Dr,8/8/2025 18:48:57,53,"",Can be answered,Single,Identify the Freshwater Emergent Wetland area of Lumberton Loops Project Area. Which road(s) enclose this area?,Within,"",Tartan Rd; Vann Dr; Stirling Dr,3
q_8030,1628,Tartan Rd; Stirling Dr; Vann Dr,8/9/2025 7:12:58,54,"",Can be answered,Single,Identify the Freshwater Emergent Wetland area of Lumberton Loops Project Area. Which road(s) enclose this area?,Within,"",Tartan Rd; Vann Dr; Stirling Dr,3
q_8030,1629,Tartan Rd; Stirling Dr; Vann Dr,8/24/2025 15:53:47,55,"",Can be answered,Single,Identify the Freshwater Emergent Wetland area of Lumberton Loops Project Area. Which road(s) enclose this area?,Within,"",Tartan Rd; Vann Dr; Stirling Dr,3
q_9001,1630,Los Reyes Seis,8/5/2025 2:52:38,30,,Can be answered,Multi,Which Los Reyes Claim block equals the 1 percent royalty block?,Equal,"",Los Reyes Seis,3
q_9001,1631,Los Reyes Seis,8/10/2025 19:40:44,31,Yes,Can be answered,Multi,Which Los Reyes Claim block equals the 1 percent royalty block?,Equal,"",Los Reyes Seis,3
q_9001,1632,Los Reyes Seis,8/28/2025 18:14:56,32,Yes,Can be answered,Multi,Which Los Reyes Claim block equals the 1 percent royalty block?,Equal,"",Los Reyes Seis,3
q_9002,1633,MCT 4; MCT 6,8/5/2025 2:52:38,30,,Can be answered,Multi,Which claim block(s) and number(s) of Slick Rock Project Area does the Northern edge of DOE legacy site pass through?,Intersect,"",MCT 4; MCT 6,3
q_9002,1634,MCT 4; MCT 6,8/10/2025 19:40:44,31,No,Can be answered,Multi,Which claim block(s) and number(s) of Slick Rock Project Area does the Northern edge of DOE legacy site pass through?,Intersect,"",MCT 4; MCT 6,3
q_9002,1635,MCT 4; MCT 6,8/28/2025 18:14:56,32,Yes,Can be answered,Multi,Which claim block(s) and number(s) of Slick Rock Project Area does the Northern edge of DOE legacy site pass through?,Intersect,"",MCT 4; MCT 6,3
q_9003,1639,1088616,8/5/2025 2:52:38,30,"",Can be answered,Single,What is the northern-most mineral tile number within Koster Dam project?,Within,"",1088616,3
q_9003,1640,1088616,8/10/2025 19:40:44,31,"",Can be answered,Single,What is the northern-most mineral tile number within Koster Dam project?,Within,"",1088616,3
q_9003,1641,1088616,8/28/2025 18:14:56,32,"",Can be answered,Single,What is the northern-most mineral tile number within Koster Dam project?,Within,"",1088616,3
q_9005,1645,15km,8/5/25 2:52,30,,Can be answered,Multi,Estimate the distance between Eby prospect and Ludgate gold deposit of Munro-Croesus claims.,Distance,,10 km,3
q_9005,1646,10km,8/10/25 19:40,31,Yes,Can be answered,Multi,Estimate the distance between Eby prospect and Ludgate gold deposit of Munro-Croesus claims.,Distance,,10 km,3
q_9005,1647,12 km,8/28/25 18:14,32,Yes,Can be answered,Multi,Estimate the distance between Eby prospect and Ludgate gold deposit of Munro-Croesus claims.,Distance,,10 km,3
q_9007,1651,SEV14,8/5/2025 2:52:38,30,,Can be answered,Multi,What SEV point lies on the border of  project concession TOLAR05 and SALARI07?,Border,"",SEV14,3
q_9007,1652,SEV14,8/10/2025 19:40:44,31,Yes,Can be answered,Multi,What SEV point lies on the border of  project concession TOLAR05 and SALARI07?,Border,"",SEV14,3
q_9007,1653,SEV14,8/28/2025 18:14:56,32,Yes,Can be answered,Multi,What SEV point lies on the border of  project concession TOLAR05 and SALARI07?,Border,"",SEV14,3
q_9008,1654,UT31; UT32,8/5/2025 2:52:38,30,"",Can be answered,Single,Which claim block(s) and number(s) of Wood Project area borders the state mining lease?,Border,"",UT31; UT32,3
q_9008,1655,UT31; UT32,8/10/2025 19:40:44,31,"",Can be answered,Single,Which claim block(s) and number(s) of Wood Project area borders the state mining lease?,Border,"",UT31; UT32,3
q_9008,1656,UT31; UT32,8/28/2025 18:14:56,32,"",Can be answered,Single,Which claim block(s) and number(s) of Wood Project area borders the state mining lease?,Border,"",UT31; UT32,3
q_9010,1660,Southeast,8/5/25 2:52,30,,Can be answered,Single,What is the position of MARCOR Zone in relation to TETRAULT Zone of Montauban Project?,Orientation,,South East,3
q_9010,1661,South East,8/10/25 19:40,31,,Can be answered,Single,What is the position of MARCOR Zone in relation to TETRAULT Zone of Montauban Project?,Orientation,,South East,3
q_9010,1662,South East,8/28/25 18:14,32,,Can be answered,Single,What is the position of MARCOR Zone in relation to TETRAULT Zone of Montauban Project?,Orientation,,South East,3
q_9012,1666,Lower Cretaceous,8/5/2025 2:52:38,30,"",Can be answered,Single,Which metallogenic belt contains the city Copiapo?,Within,"",Lower Cretaceous,3
q_9012,1667,Lower Cretaceous,8/10/2025 19:40:44,31,"",Can be answered,Single,Which metallogenic belt contains the city Copiapo?,Within,"",Lower Cretaceous,3
